RDF_ace_ace,RDF_ace_acka,RDF_ace_etoh,RDF_ace_fba,RDF_ace_fusa,RDF_ace_parg,RDF_ace_pyk,RDF_ace_rp,RDF_acka_ace,RDF_acka_acka,RDF_acka_etoh,RDF_acka_fba,RDF_acka_fusa,RDF_acka_parg,RDF_acka_pyk,RDF_acka_rp,RDF_etoh_ace,RDF_etoh_acka,RDF_etoh_etoh,RDF_etoh_fba,RDF_etoh_fusa,RDF_etoh_parg,RDF_etoh_pyk,RDF_etoh_rp,RDF_fba_ace,RDF_fba_acka,RDF_fba_etoh,RDF_fba_fba,RDF_fba_fusa,RDF_fba_parg,RDF_fba_pyk,RDF_fba_rp,RDF_fusa_ace,RDF_fusa_acka,RDF_fusa_etoh,RDF_fusa_fba,RDF_fusa_fusa,RDF_fusa_parg,RDF_fusa_pyk,RDF_fusa_rp,RDF_parg_ace,RDF_parg_acka,RDF_parg_etoh,RDF_parg_fba,RDF_parg_fusa,RDF_parg_parg,RDF_parg_pyk,RDF_parg_rp,RDF_pyk_ace,RDF_pyk_acka,RDF_pyk_etoh,RDF_pyk_fba,RDF_pyk_fusa,RDF_pyk_parg,RDF_pyk_pyk,RDF_pyk_rp,RDF_rp_ace,RDF_rp_acka,RDF_rp_etoh,RDF_rp_fba,RDF_rp_fusa,RDF_rp_parg,RDF_rp_pyk,RDF_rp_rp,r
251671.66961669922,0.0,5904.870166015625,0.0,0.0,18919.64279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5908.145439453125,0.0,7859.526953125,0.0,0.0,21451.653125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18898.626875,0.0,21415.948515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010268561840057373
174007.31982421875,0.0,3414.279013671875,0.0,0.0,12281.98056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.1727978515623,0.0,5183.224946289062,0.0,0.0,10893.58134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12268.33783203125,0.0,10875.44982421875,0.0,0.0,6910.215207519531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011246520280838012
171120.77709960938,0.0,2890.121318359375,0.0,0.0,6057.067548828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2891.724309082031,0.0,5431.455380859375,0.0,0.0,5592.993139648437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.339428710938,0.0,5583.68396484375,0.0,0.0,20593.3784765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012224478721618652
135576.40887451172,0.0,3368.969111328125,0.0,0.0,2813.7132983398437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3370.83783203125,0.0,6636.87943359375,0.0,0.0,4072.0033447265623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.5878515625,0.0,4065.2257568359373,0.0,0.0,14838.99115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013202435970306396
132018.025390625,0.0,4046.844541015625,0.0,0.0,2452.5857373046874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4049.0891015625,0.0,8399.414619140625,0.0,0.0,3547.8496923828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.8614794921873,0.0,3541.9445654296874,0.0,0.0,7036.882021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014180395603179932
176478.1336669922,0.0,5654.0269140625,0.0,0.0,2699.21703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5657.162841796875,0.0,8881.210751953126,0.0,0.0,4343.837651367187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2696.218864746094,0.0,4336.607646484375,0.0,0.0,3981.4424365234377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015158352851867675
166621.62646484375,0.0,6137.14130859375,0.0,0.0,2506.603583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.54541015625,0.0,9108.0173828125,0.0,0.0,5417.999799804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503.819299316406,0.0,5408.981923828125,0.0,0.0,2596.265212402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016136312484741212
187647.47094726562,0.0,6535.01861328125,0.0,0.0,3515.603347167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6538.643330078125,0.0,9071.81119140625,0.0,0.0,5505.624931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511.6982177734376,0.0,5496.461196289062,0.0,0.0,2415.815848388672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017114269733428954
186214.30859375,0.0,6246.543310546875,0.0,0.0,3736.2731689453126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6250.008037109375,0.0,7058.873876953125,0.0,0.0,5876.2005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732.122861328125,0.0,5866.42,0.0,0.0,4695.30376953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01809222936630249
149579.544921875,0.0,5864.18279296875,0.0,0.0,3779.1649072265627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5867.435439453125,0.0,6438.637216796875,0.0,0.0,5925.769677734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3774.9670361328126,0.0,5915.906650390625,0.0,0.0,6370.262001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019070186614990235
133129.88647460938,0.0,4543.901953125,0.0,0.0,3715.4236376953127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4546.422236328125,0.0,5360.712641601563,0.0,0.0,5704.827783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711.2965625,0.0,5695.3325,0.0,0.0,8713.374013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02004814624786377
107851.60620117188,0.0,3601.600771484375,0.0,0.0,2546.4096533203124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.598408203125,0.0,4724.0508203125,0.0,0.0,4999.07353515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543.5811157226562,0.0,4990.752934570312,0.0,0.0,6555.616450195313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021026103496551513
121887.45129394531,0.0,3258.5562890625,0.0,0.0,2101.83396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.363720703125,0.0,4821.5492578125,0.0,0.0,3526.316787109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.49921875,0.0,3520.4474609375,0.0,0.0,5697.366103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022004060745239258
129975.75817871094,0.0,3185.295869140625,0.0,0.0,2000.9914331054688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187.0626806640626,0.0,4655.563247070312,0.0,0.0,2785.6936376953126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.7686962890625,0.0,2781.0570288085937,0.0,0.0,4770.562109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022982020378112793
152299.33459472656,0.0,3251.0095361328126,0.0,0.0,1911.6229516601563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3252.8127783203126,0.0,4592.755483398438,0.0,0.0,2759.1402197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.4995263671874,0.0,2754.547841796875,0.0,0.0,3384.0966455078124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023959977626800535
161418.53955078125,0.0,3098.211552734375,0.0,0.0,2064.5589575195313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099.9300048828127,0.0,4726.536123046875,0.0,0.0,2709.280576171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.2656396484376,0.0,2704.7711669921873,0.0,0.0,2007.718134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02493793487548828
150551.88537597656,0.0,3258.3419921875,0.0,0.0,2217.5699096679687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.1492724609375,0.0,4960.197065429687,0.0,0.0,2920.537900390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215.106652832031,0.0,2915.676845703125,0.0,0.0,2147.6573071289063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025915894508361816
125587.71472167969,0.0,3048.8291162109376,0.0,0.0,2629.18025390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.520234375,0.0,4409.167661132812,0.0,0.0,3397.1920263671873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.2597705078124,0.0,3391.5375927734376,0.0,0.0,2162.594143066406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02689385414123535
117138.32763671875,0.0,3009.466474609375,0.0,0.0,2804.59208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.135712890625,0.0,3848.7469189453127,0.0,0.0,3175.7536669921874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.4767529296873,0.0,3170.4677880859376,0.0,0.0,2860.6904809570315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027871811389923097
87446.42053222656,0.0,2556.80287109375,0.0,0.0,2330.2697827148436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.221015625,0.0,3190.4405419921877,0.0,0.0,2876.434853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.6813159179687,0.0,2871.6472998046875,0.0,0.0,3498.6951123046874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02884976863861084
89359.25952148438,0.0,2516.799958496094,0.0,0.0,1930.8368432617187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.195935058594,0.0,2898.1699267578124,0.0,0.0,2417.470251464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.6920556640625,0.0,2413.4465234375,0.0,0.0,3146.3780859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029827728271484374
69188.0277709961,0.0,2249.8511206054686,0.0,0.0,1875.7192114257812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2251.099030761719,0.0,2964.937626953125,0.0,0.0,2299.666652832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.635693359375,0.0,2295.8389868164063,0.0,0.0,2527.0448950195314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03080568790435791
73411.19708251953,0.0,2142.375769042969,0.0,0.0,1803.55205078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143.564060058594,0.0,2803.1017724609374,0.0,0.0,2296.80810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801.5486572265625,0.0,2292.985224609375,0.0,0.0,2570.2806958007814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031783642768859866
67359.14404296875,0.0,2093.28326171875,0.0,0.0,1601.7848266601563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.444333496094,0.0,2794.3948779296875,0.0,0.0,1903.1686499023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0055590820311,0.0,1900.0009301757811,0.0,0.0,2435.9273901367187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327616024017334
72259.15240478516,0.0,2018.7226245117188,0.0,0.0,1474.6627563476563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.8423120117188,0.0,2772.50537109375,0.0,0.0,1803.1569311523438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0247033691405,0.0,1800.1556958007814,0.0,0.0,2471.0127294921876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033739562034606936
66633.54022216797,0.0,2083.3814526367187,0.0,0.0,1440.9745141601563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.53705078125,0.0,2574.352294921875,0.0,0.0,1874.201123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.3738842773437,0.0,1871.0816918945313,0.0,0.0,1705.4433154296876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034717519283294675
76122.21691894531,0.0,2167.6664428710938,0.0,0.0,1571.0196337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.8688037109373,0.0,2217.342111816406,0.0,0.0,1764.4355810546874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.2745861816406,0.0,1761.4987719726562,0.0,0.0,1263.0311389160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03569547653198242
67963.03204345703,0.0,1754.7883618164062,0.0,0.0,1393.8858837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.7616772460938,0.0,2010.2855004882813,0.0,0.0,1654.17150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.337559814453,0.0,1651.4182666015624,0.0,0.0,1424.4885461425781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03667343616485596
64535.761962890625,0.0,1355.0704187011718,0.0,0.0,1366.2813757324218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.8220251464843,0.0,1968.1055834960937,0.0,0.0,1583.9836376953126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.763699951172,0.0,1581.347177734375,0.0,0.0,1949.2777075195313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03765139579772949
52682.77526855469,0.0,1226.2334643554686,0.0,0.0,1381.3102416992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.9136206054689,0.0,1973.8309594726563,0.0,0.0,1493.32451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.7758813476562,0.0,1490.838984375,0.0,0.0,1749.1184802246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038629353046417236
50526.51397705078,0.0,1264.0959692382812,0.0,0.0,1158.8597631835937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.79712890625,0.0,1807.88185546875,0.0,0.0,1373.9739184570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.572528076172,0.0,1371.6869799804688,0.0,0.0,1663.8203955078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03960731029510498
49791.97814941406,0.0,1151.8348120117187,0.0,0.0,1025.7272888183593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.4737072753906,0.0,1704.3355590820313,0.0,0.0,1255.4900622558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.5879125976562,0.0,1253.4003857421876,0.0,0.0,1513.4438317871093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040585269927978514
