Time [ps],Kinetic Temperature [kJ/mol],Pressure
600500.001,1.0054237438029863,0.0002354885860462983
600500.002,0.9914408064271616,0.00020363474190976136
600500.003,0.9878997104714965,0.00025524845353099674
600500.0040000001,0.9921759618679991,0.00014216085220848312
600500.005,0.9938468209891258,0.00014209067366606227
600500.006,1.008066715804224,0.00016820714587888433
600500.007,0.9932355703937595,0.000156170649359645
600500.008,1.0196851359754793,0.00021393843223223847
600500.0090000001,0.9944939357719722,0.00018843287116767873
600500.01,0.9923455635160174,0.00017081526430203699
600500.011,1.0049418169139035,0.00011532210415698877
600500.012,1.026849774987244,0.0002858076266699988
600500.013,0.9622587785905025,0.0002427108437575459
600500.0140000001,1.0009693453509838,0.00017949743343985666
600500.015,0.9861522062400828,5.465217026959596e-05
600500.0160000001,1.0252940584653716,0.00011035612943015051
600500.017,1.0116150927646745,0.00013214896550284465
600500.018,1.0022246735949865,8.116444419730514e-05
600500.019,1.0038783413017585,7.429817682852341e-05
600500.02,0.9889671116557,9.289525633641643e-05
600500.0210000001,0.9852258167773223,0.00013303094813090955
600500.022,1.0090174514093213,0.00013321082756001306
600500.023,1.022250817654416,0.00023015590683327425
600500.024,0.9923572407575466,0.00024171763911233192
600500.025,1.0040269499479717,0.0001607307035565567
600500.0260000001,1.005100980852908,0.00022582171698637104
600500.027,0.9946303166000582,3.205583036468001e-05
600500.028,1.0008483891616542,0.0001505784722618903
600500.029,0.9941799794694048,9.847188244975972e-05
600500.03,0.9966485762968151,0.00011775684765922902
600500.0310000001,1.008256293694457,0.0001689612446736189
600500.032,0.9856287892920275,0.0001952246549474263
600500.033,1.0002808538601653,0.0002837009935962369
600500.034,0.9960365202112221,0.00015745979050682695
600500.035,0.9974184154975957,3.348761568389526e-05
600500.0360000001,0.9994971831391709,-6.42798588596256e-05
600500.037,1.0051932690447536,-5.0025517587415584e-05
600500.0380000001,1.007928169448929,-4.236315332880459e-05
600500.039,0.9905095845850517,6.458000500614187e-05
600500.04,1.0097320910107435,5.980912788031587e-05
600500.0410000001,1.0029497133821128,9.482873355507806e-05
600500.042,0.9996826315080231,6.504335396712598e-06
600500.0430000001,1.0011498568265789,8.13213583206844e-06
600500.044,1.008256507374759,0.00013421482985063413
600500.045,1.03217258220694,0.00017998269156504863
600500.046,1.0139328634689744,0.0001942930162250781
600500.047,0.9993025603729497,0.00014019007007115585
600500.0480000001,0.9936146184437351,0.00016960163268987016
600500.049,1.0067762764276382,0.00019285922416660436
600500.05,1.0037108637784715,9.946390008325534e-05
600500.051,0.9995604681889275,0.0001704863067960864
600500.052,1.0253908738357869,8.479007709275227e-05
600500.0530000001,0.9830152783516055,-5.438517348733094e-05
600500.054,0.9850375708905711,-4.00304560102674e-05
600500.055,0.9909268417736015,-5.130893957516044e-05
600500.056,0.996028038077216,-2.634494162569302e-05
600500.057,0.997911277889349,8.687794498918047e-05
600500.0580000001,1.031825883421176,0.00014908688177488473
600500.059,1.0158360587937585,7.074184174189826e-05
600500.06,0.9953267199376246,0.00013905983507375063
600500.061,0.9966407964004182,6.541093894420361e-05
600500.062,0.9768571495474584,0.00011851893347620579
600500.0630000001,1.0072008621736128,0.00023807575548915366
600500.064,0.9964843749332688,0.00031533877288417465
600500.0650000001,1.0023614407118502,0.0002645743695997358
600500.066,0.9833726240248628,0.0001695354008258745
600500.067,1.0223820585640855,0.0002263903861949742
600500.0680000001,0.998375834512973,0.00010786215963293176
600500.069,0.9937675611982556,2.5598546168668588e-05
600500.0700000001,0.9866330322468744,-2.3155165128017818e-06
600500.071,1.0011998461587812,7.93563344445296e-05
600500.072,0.9830584103254071,-3.16175069819954e-05
600500.073,0.990607392035934,3.273918569560563e-05
600500.074,1.0156452238926803,3.852532183624592e-05
600500.0750000001,0.9937593623253689,7.515910935284574e-06
600500.076,0.9656367050169486,-7.163096572486167e-05
600500.077,1.0033334044163507,-5.993014591214936e-05
600500.078,0.9819622939880903,-0.00016234575515356852
600500.079,0.9813886469707146,-0.0001055529324812503
600500.0800000001,1.0071091672142967,-7.460379964168725e-05
600500.081,0.9863146212604267,-0.0001408541856387143
600500.082,0.9668301085884574,-0.00016389278507155812
600500.083,0.9836680245286351,-8.775519327399311e-05
600500.084,1.0175712093888336,-3.333942174492286e-06
600500.0850000001,0.9987641624083723,-6.359643963048775e-05
600500.086,1.0058366074760638,-1.3229448324258099e-05
600500.087,0.9874252072902786,1.840095738509485e-05
600500.088,1.0085139910433614,0.00010085244776107281
600500.089,0.979990137268372,6.869767019632168e-05
600500.0900000001,1.0186862986514797,0.00014470379094234215
600500.091,0.9820178874722161,-2.2841848347034023e-05
600500.0920000001,1.008959160256677,-9.253911907046683e-05
600500.093,1.005030941332974,-8.624651752559837e-05
600500.094,1.0037958925755934,-1.2170498266003005e-05
600500.095,0.999642540346517,4.2266582647430965e-05
600500.096,1.0239975240766546,-2.665403563430219e-05
600500.0970000001,1.002044220458337,-1.716125292401569e-05
600500.098,1.0016045844339285,-3.8556241198878356e-05
600500.099,0.994301042561716,-9.495671382501707e-05
600500.1,0.9996418901490399,-6.709858116754561e-05
600500.2000000001,1.0195069026801096,-0.0003093831605694216
600500.3,1.0039185552093521,-8.385121360934363e-05
600500.4,0.9988653912441804,-0.00020333774235039616
600500.5,1.002906476930706,-0.00014548061900622724
600500.6,0.9815400930280853,7.527056288920667e-05
600500.7000000001,1.0121201633776116,2.7268503678198108e-05
600500.8,0.9908187431248962,2.363887394828248e-05
600500.9,1.0251382223785561,0.00013579158148542444
600501.0,1.0123605299272684,0.00010071512940171166
600501.1,0.9895328917061901,-0.0003240090245022113
600501.2000000001,0.982180646359888,-0.00032263625718297555
600501.3,0.9823541603891464,2.6729244601951176e-05
600501.4,0.9953056202840161,-0.0001829764927469309
600501.5,1.0073725155999866,0.00016838857408566567
600501.6,1.0041054057385084,0.0002082835261848821
600501.7000000001,0.9850668198719095,-0.0001678542998640743
600501.8,0.9888533448198723,4.37848616242146e-05
600501.9,1.0150658014102771,0.0002454971869812397
600502.0,1.0119000635236557,0.0003610916201816951
600502.1,1.0174810395234009,5.730959997374789e-05
600502.2000000001,0.9906791118286034,-0.00012511995172205282
600502.3,1.0205871143903598,6.483311657263031e-05
600502.4,0.9791064417496863,8.766750060086152e-05
600502.5,1.0201392272475573,4.161525246319639e-05
600502.6,0.9942496688177948,9.516587039962488e-05
600502.7000000001,0.9859550152503217,0.0002655874641667163
600502.8,1.015549578657048,0.00042553219355189007
600502.9,0.9777359022316591,-0.0002384976393307021
600503.0,0.9904943550281073,-0.00014707763609584713
600503.1,1.0081187592860588,-0.0001348425158285997
600503.2000000001,0.9948039646477754,-0.0002666689385239175
600503.3,1.0122133485611482,-0.0005729276490953291
600503.4,0.9953206805119718,-0.0002428116984275321
600503.5,1.0222333691682925,6.968947421809612e-05
600503.6,0.9994520138130509,0.00012076793636452624
600503.7000000001,0.997419584390288,-0.00011730791396798581
600503.8,1.04438180065269,-7.459639671903821e-06
600503.9,0.985559074546992,-0.00011093232725907875
600504.0,1.0123230246321913,0.00013653211673484266
600504.1,1.0012607517809315,0.0001727776548871959
600504.2000000001,0.9996950715570472,0.0001658161881627328
600504.3,1.0125291629268416,0.00032483398115984707
600504.4,0.9983991422276023,1.3375586760570481e-05
600504.5,1.0063638259393441,0.00019889111662067327
600504.6,0.9892794281905106,8.808666408024457e-06
600504.7000000001,1.0169206256994077,8.098472826093193e-05
600504.8,0.994752641411773,-0.00017427733180342116
600504.9,0.9977468006051465,4.17428449555403e-05
600505.0,1.022984963635911,2.5481229946229594e-05
600505.1,0.9983543372040412,-5.98060018458371e-05
600505.2000000001,1.0085398535409513,0.0002484092770326265
600505.3,0.9913641187718332,-0.00014203455364823848
600505.4,0.9905323666267236,6.875509612138985e-05
600505.5,1.003937343133101,-0.00041992603802904876
600505.6,0.9658773653566335,-9.683317026576351e-05
600505.7000000001,1.0112709865390646,-7.644167321651683e-05
600505.8,0.9889471862086218,0.00017182188234925156
600505.9,1.002027299454149,-0.00021835557360931046
600506.0,0.9775845967612858,5.133667675961179e-05
600506.1,0.9828128554244719,2.338787912262567e-05
600506.2000000001,0.9783784238621834,0.0004388655547211056
600506.3,0.9866997596049895,7.249010745305022e-05
600506.4,1.0253845985290946,0.0005059232877168619
600506.5,1.0065185186989098,0.00023779467161848508
600506.6,0.9925328387903564,0.00017023972397009143
600506.7000000001,1.0018411124588025,0.00045718621568065004
600506.8,0.9944889229365226,0.0003451017450405145
600506.9,0.9726776310422733,0.00014824266856323955
600507.0,0.9978910413729423,9.859213310817994e-05
600507.1,0.9966642952352073,2.2784193030188504e-05
600507.2000000001,1.0200825597481862,0.00010205389893222226
600507.3,1.0118332181997125,0.00013610366600320668
600507.4,0.9950860395185385,0.0002870450786371233
600507.5,1.003804792225166,5.549060912636192e-05
