Time [ps],MSD Values,Log Time,Log MSD 
0.0,0.0,-inf,-inf
0.0009999999310821295,0.00041296056588180363,6.907755278982137,-7.792158603668213
0.001999999978579581,0.0008231244282796979,7.600902459542082,-7.102403163909912
0.003000000026077032,0.001194258569739759,8.006367567650246,-6.73022985458374
0.003999999957159162,0.0015590417897328734,8.294049640102028,-6.46368408203125
0.005000000004656613,0.001928493264131248,8.517193191416238,-6.251016139984131
0.005999999935738742,0.002277929801493883,8.699514748210191,-6.084488391876221
0.006999999983236194,0.0026497666258364916,8.85366542803745,-5.933283805847168
0.008000000030733645,0.0029575154185295105,8.987196820661973,-5.823405742645264
0.008999999961815774,0.0032589351758360863,9.104979856318357,-5.726354598999023
0.010000000009313226,0.0035709941294044256,9.210340371976184,-5.634911060333252
0.010999999940395355,0.003877854673191905,9.305650551780507,-5.552473068237305
0.011999999987892807,0.0042465147562325,9.392661928770137,-5.46165657043457
0.013000000035390258,0.0045067076571285725,9.472704636443673,-5.402188301086426
0.013999999966472387,0.004779856652021408,9.546812608597396,-5.343344688415527
0.015000000013969839,0.005096601787954569,9.615805480084347,-5.279181480407715
0.015999999945051968,0.0054360851645469666,9.680344001221918,-5.214695930480957
0.01699999999254942,0.0056899781338870525,9.740968623038354,-5.16904878616333
0.01799999992363155,0.005919777788221836,9.798127036878302,-5.129456520080566
0.018999999971129,0.006128584500402212,9.852194258148577,-5.094791412353516
0.02000000001862645,0.006347499787807465,9.903487552536127,-5.059694290161133
0.02099999994970858,0.0067101395688951015,9.95227771670556,-5.004135608673096
0.021999999997206032,0.006954712327569723,9.998797732340453,-4.9683356285095215
0.022999999928288162,0.0072326636873185635,10.043249494911286,-4.929147720336914
0.023999999975785613,0.00738517427816987,10.085809109330082,-4.908280849456787
0.025000000023283064,0.0077158198691904545,10.126631103850338,-4.864482402801514
0.025999999954365194,0.007904148660600185,10.165851817003619,-4.840367317199707
0.027000000001862645,0.008093358017504215,10.203592144986466,-4.81671142578125
0.027999999932944775,0.008431627415120602,10.239959789157341,-4.775765419006348
0.028999999980442226,0.008618269115686417,10.275051108968611,-4.753870964050293
0.030000000027939677,0.00885714776813984,10.308952660644293,-4.7265305519104
0.030999999959021807,0.009041991084814072,10.341742483467284,-4.705875873565674
0.03200000000651926,0.009273389354348183,10.373491181781864,-4.680606365203857
0.03299999993760139,0.009430136531591415,10.404262840448617,-4.663844585418701
0.03399999998509884,0.009537160396575928,10.4341158035983,-4.652559280395508
0.03500000003259629,0.00973693747073412,10.46310334047155,-4.631828784942627
0.03599999996367842,0.009894934482872486,10.491274217438248,-4.615732192993164
0.03700000001117587,0.010056065395474434,10.51867319162636,-4.599579334259033
0.037999999942258,0.010248338803648949,10.545341438708522,-4.580639839172363
0.03899999998975545,0.010326954536139965,10.571316925111784,-4.572998046875
0.0400000000372529,0.010519217699766159,10.596634733096073,-4.554551601409912
0.04099999996833503,0.010829592123627663,10.621327345686446,-4.525472640991211
0.042000000015832484,0.011103402823209763,10.645424897265505,-4.5005035400390625
0.04299999994691461,0.011373745277523994,10.668955394675699,-4.476447582244873
0.043999999994412065,0.011614435352385044,10.691944912900398,-4.455506324768066
0.044999999925494194,0.011869099922478199,10.714417768752456,-4.433816909790039
0.045999999972991645,0.012086947448551655,10.736396675471232,-4.4156293869018555
0.0470000000204891,0.012099754996597767,10.757902880692196,-4.414569854736328
0.047999999951571226,0.012231288477778435,10.778956289890028,-4.4037580490112305
0.04899999999906868,0.012261474505066872,10.799575577092764,-4.4012932777404785
0.04999999993015081,0.012549673207104206,10.819778284410283,-4.378060817718506
0.05099999997764826,0.012745263986289501,10.839580911706463,-4.362595558166504
0.05200000002514571,0.012898252345621586,10.858998997563564,-4.350663661956787
0.05299999995622784,0.013061213307082653,10.87804719253426,-4.338108062744141
0.05400000000372529,0.01337878592312336,10.896739325546411,-4.314085006713867
0.05499999993480742,0.013578247278928757,10.915088464214607,-4.299286365509033
0.05599999998230487,0.013718761503696442,10.933106969717286,-4.2889909744262695
0.05700000002980232,0.013822385109961033,10.950806546816688,-4.281466007232666
0.05799999996088445,0.014041388407349586,10.968198289528557,-4.265746116638184
0.0590000000083819,0.014242642559111118,10.985292722887856,-4.251514911651611
0.05999999993946403,0.014319715090095997,11.002099841204238,-4.246118068695068
0.060999999986961484,0.014550995081663132,11.018629143155449,-4.230095863342285
0.062000000034458935,0.014887536875903606,11.03488966402723,-4.207231044769287
0.06299999996554106,0.015025951899588108,11.05089000537367,-4.197976589202881
0.06400000001303852,0.015192418359220028,11.06663836234181,-4.1869587898254395
0.06499999994412065,0.015246566385030746,11.082142548877775,-4.183401107788086
0.0659999999916181,0.015333738178014755,11.097410021008562,-4.177699565887451
0.06700000003911555,0.015516700223088264,11.112447898373103,-4.165838241577148
0.06799999997019768,0.015756448730826378,11.127262984158243,-4.150505542755127
0.06900000001769513,0.015982331708073616,11.141861783579396,-4.1362714767456055
0.06999999994877726,0.01619245670735836,11.156250521031495,-4.1232099533081055
0.07099999999627471,0.016247937455773354,11.170435156023453,-4.119789123535156
0.07199999992735684,0.016282927244901657,11.184421397998193,-4.117638111114502
0.07299999997485429,0.01653670147061348,11.198214720130528,-4.1021728515625
0.07400000002235174,0.016793275251984596,11.211820372186306,-4.0867767333984375
0.07499999995343387,0.0169916283339262,11.225243392518447,-4.0750346183776855
0.07600000000093132,0.017027419060468674,11.238488619268468,-4.072930335998535
0.07699999993201345,0.017185863107442856,11.251560700835821,-4.063668251037598
0.0779999999795109,0.017413945868611336,11.26446410567173,-4.050483703613281
