,Cluster,Num_Constituents,Total_Mass,Total_Charge,Sum_Radii
247,Frame21_Cluster7,244,244000,0,183.0
248,Frame21_Cluster8,241,241000,0,180.75
249,Frame21_Cluster9,207,207000,0,155.25
250,Frame21_Cluster10,206,206000,0,154.5
251,Frame21_Cluster11,138,138000,0,103.5
252,Frame22_Cluster0,586,586000,0,439.5
253,Frame22_Cluster1,432,432000,0,324.0
254,Frame22_Cluster2,414,414000,0,310.5
255,Frame22_Cluster3,389,389000,0,291.75
256,Frame22_Cluster4,352,352000,0,264.0
257,Frame22_Cluster5,313,313000,0,234.75
258,Frame22_Cluster6,292,292000,0,219.0
259,Frame22_Cluster7,244,244000,0,183.0
260,Frame22_Cluster8,241,241000,0,180.75
261,Frame22_Cluster9,207,207000,0,155.25
262,Frame22_Cluster10,206,206000,0,154.5
263,Frame22_Cluster11,138,138000,0,103.5
264,Frame23_Cluster0,586,586000,0,439.5
265,Frame23_Cluster1,433,433000,0,324.75
266,Frame23_Cluster2,414,414000,0,310.5
267,Frame23_Cluster3,389,389000,0,291.75
268,Frame23_Cluster4,352,352000,0,264.0
269,Frame23_Cluster5,313,313000,0,234.75
270,Frame23_Cluster6,292,292000,0,219.0
271,Frame23_Cluster7,244,244000,0,183.0
272,Frame23_Cluster8,241,241000,0,180.75
273,Frame23_Cluster9,207,207000,0,155.25
274,Frame23_Cluster10,206,206000,0,154.5
275,Frame23_Cluster11,138,138000,0,103.5
276,Frame24_Cluster0,586,586000,0,439.5
277,Frame24_Cluster1,433,433000,0,324.75
278,Frame24_Cluster2,414,414000,0,310.5
279,Frame24_Cluster3,389,389000,0,291.75
280,Frame24_Cluster4,352,352000,0,264.0
281,Frame24_Cluster5,313,313000,0,234.75
282,Frame24_Cluster6,292,292000,0,219.0
283,Frame24_Cluster7,244,244000,0,183.0
284,Frame24_Cluster8,241,241000,0,180.75
285,Frame24_Cluster9,207,207000,0,155.25
286,Frame24_Cluster10,206,206000,0,154.5
287,Frame24_Cluster11,138,138000,0,103.5
288,Frame25_Cluster0,586,586000,0,439.5
289,Frame25_Cluster1,433,433000,0,324.75
290,Frame25_Cluster2,414,414000,0,310.5
291,Frame25_Cluster3,389,389000,0,291.75
292,Frame25_Cluster4,352,352000,0,264.0
293,Frame25_Cluster5,313,313000,0,234.75
294,Frame25_Cluster6,292,292000,0,219.0
295,Frame25_Cluster7,244,244000,0,183.0
296,Frame25_Cluster8,241,241000,0,180.75
297,Frame25_Cluster9,207,207000,0,155.25
298,Frame25_Cluster10,206,206000,0,154.5
299,Frame25_Cluster11,138,138000,0,103.5
300,Frame26_Cluster0,586,586000,0,439.5
301,Frame26_Cluster1,433,433000,0,324.75
302,Frame26_Cluster2,414,414000,0,310.5
303,Frame26_Cluster3,389,389000,0,291.75
304,Frame26_Cluster4,352,352000,0,264.0
305,Frame26_Cluster5,313,313000,0,234.75
306,Frame26_Cluster6,292,292000,0,219.0
307,Frame26_Cluster7,244,244000,0,183.0
308,Frame26_Cluster8,241,241000,0,180.75
309,Frame26_Cluster9,207,207000,0,155.25
310,Frame26_Cluster10,206,206000,0,154.5
