,Cluster,Num_Constituents,Total_Mass,Total_Charge,Sum_Radii
572,Frame48_Cluster8,241,241000,0,180.75
573,Frame48_Cluster9,207,207000,0,155.25
574,Frame48_Cluster10,206,206000,0,154.5
575,Frame48_Cluster11,138,138000,0,103.5
576,Frame49_Cluster0,586,586000,0,439.5
577,Frame49_Cluster1,433,433000,0,324.75
578,Frame49_Cluster2,414,414000,0,310.5
579,Frame49_Cluster3,389,389000,0,291.75
580,Frame49_Cluster4,352,352000,0,264.0
581,Frame49_Cluster5,313,313000,0,234.75
582,Frame49_Cluster6,292,292000,0,219.0
583,Frame49_Cluster7,244,244000,0,183.0
584,Frame49_Cluster8,241,241000,0,180.75
585,Frame49_Cluster9,207,207000,0,155.25
586,Frame49_Cluster10,206,206000,0,154.5
587,Frame49_Cluster11,138,138000,0,103.5
588,Frame50_Cluster0,586,586000,0,439.5
589,Frame50_Cluster1,433,433000,0,324.75
590,Frame50_Cluster2,414,414000,0,310.5
591,Frame50_Cluster3,389,389000,0,291.75
592,Frame50_Cluster4,352,352000,0,264.0
593,Frame50_Cluster5,313,313000,0,234.75
594,Frame50_Cluster6,292,292000,0,219.0
595,Frame50_Cluster7,244,244000,0,183.0
596,Frame50_Cluster8,241,241000,0,180.75
597,Frame50_Cluster9,207,207000,0,155.25
598,Frame50_Cluster10,206,206000,0,154.5
599,Frame50_Cluster11,138,138000,0,103.5
