Time [ps],Kinetic Temperature [kJ/mol],Pressure
731300.001,0.9931016064257644,0.0004562269849930242
731300.002,0.9844744876149671,0.0005114354678353151
731300.003,0.9870818207537542,0.000539941819534205
731300.0040000001,0.9900143970594951,0.0005447315467651442
731300.005,0.9931970161314757,0.000491934604212668
731300.006,1.0001962368270936,0.0003628003694739359
731300.007,1.0191172993511584,0.0003960961435980624
731300.008,1.0051069683894966,0.0003752606543671988
731300.0090000001,0.9816337103137331,0.00034754319005247486
731300.01,1.0010437792134854,0.00040638767307025656
731300.011,0.9877039525869706,0.00035405161180961575
731300.012,0.9772275213938861,0.00041162830197903253
731300.013,1.011895057408459,0.0005597050325819218
731300.0140000001,0.9849331690116826,0.0005437066311337109
731300.015,0.9899938393561224,0.0005561931994843912
731300.0160000001,1.0093519918765013,0.0006273118599696683
731300.017,0.9749301694202367,0.0005615529782659121
731300.018,0.9859031777237685,0.000673758411348813
731300.0190000001,0.9993985917561219,0.0006235431706986132
731300.02,1.0250279817689558,0.0006791748204656823
731300.0210000001,1.0172374244596365,0.0006460734837081095
731300.022,0.9867437761292844,0.0006231372705901985
731300.023,1.00158033025965,0.0006766548893570817
731300.0240000001,1.0034764408349317,0.0007239981293691014
731300.025,0.9995504514225472,0.0006799919093859902
731300.0260000001,0.9838828608210339,0.0005954326246584082
731300.027,0.9955540660470673,0.0006628564457831498
731300.028,0.9962895520724405,0.0006790653866996448
731300.029,1.0033540687848088,0.0006905065012274994
731300.03,1.0013844495461537,0.0006496177315293631
731300.0310000001,1.0012569870860542,0.0006706240093596783
731300.032,0.9964400535909835,0.0006743515675618519
731300.033,1.0129538150275257,0.0007290494315732262
731300.034,1.023862950071157,0.0008032438080317077
731300.035,1.0037687007308473,0.0007882410343655425
731300.0360000001,1.0022898964165392,0.0008450316617032589
731300.037,1.0026247861300182,0.0008040649267339225
731300.0380000001,1.0048598698261808,0.0007790467850319845
731300.039,0.9756033109922452,0.0007554135283187436
731300.04,0.9851358786745678,0.0007998175072836107
731300.0410000001,1.0081183267649394,0.0008595691513623043
731300.042,0.9739118284743633,0.0008203066379697013
731300.0430000001,0.9965006915538455,0.0008740690325302205
731300.044,0.9978652979614925,0.0008497555542825283
731300.045,1.0200891832794232,0.0008919640860616075
731300.0460000001,0.9931475766445638,0.0008399363270613475
731300.047,1.0132606348229025,0.000779321833973479
731300.0480000001,0.9919538088925464,0.0006012417871973287
731300.049,0.9947146317375225,0.0006427017689791591
731300.05,0.992979473573277,0.0006632311679126259
731300.051,0.9934368538112385,0.0006710696978273862
731300.052,1.0109050762898195,0.0006850416242727546
731300.0530000001,0.9821751916246082,0.0006028713030629687
731300.054,1.008449068652019,0.0006785129614838581
731300.055,0.9994884545256321,0.0006402380881612214
731300.056,0.9889438548226146,0.0007369191547028173
731300.057,1.0289682779652372,0.0007707511282234651
731300.0580000001,0.9947829547159825,0.0007451479546954501
731300.059,0.9814272199204672,0.0007190191597438451
731300.06,0.9928184058738132,0.0007334872861793442
731300.061,1.0074929499485479,0.0007161327452859845
731300.062,0.98703476531808,0.0006806422419918771
731300.0630000001,0.9935716973669747,0.0006707263246014635
731300.064,1.0157612901903414,0.000634494862158383
731300.0650000001,1.0021855565367654,0.0005666270577664923
731300.066,0.9809170787321766,0.0004736904155314157
731300.067,0.9843787400681531,0.0004940501774094962
731300.0680000001,1.0031330754464318,0.0004522927957532387
731300.069,1.0109135072261752,0.0004636655595560975
731300.0700000001,0.9884812182746608,0.0003535678400020296
731300.071,0.9811758284797143,0.0003717009828076467
731300.072,0.9952514892333055,0.00035574565297209336
731300.0730000001,1.0122143897398463,0.0004063962309600308
731300.074,0.9830996237451183,0.00040922547478961484
731300.0750000001,0.9946430524257853,0.0004641367968558637
731300.076,1.0066049061818823,0.000540248673135193
731300.077,0.9906219897335176,0.0005138409774075662
731300.078,0.9975065429707284,0.0005500585762106382
731300.079,0.993714277801166,0.0005597716924617527
731300.0800000001,1.0051220361538313,0.0005617140548961613
731300.081,0.9980051561054908,0.0005449652788068143
731300.082,0.9956724349685757,0.00048184414280255265
731300.083,0.9856156738603625,0.0006130308556565958
731300.084,0.9890471517789177,0.0005673816432835362
731300.0850000001,0.9932918464704353,0.000474077823386059
731300.086,1.017792908950139,0.00045326254748491115
731300.087,0.9764636969936324,0.0003378433445362542
731300.088,1.008926967447924,0.0004557475101396059
731300.089,1.0158260134910455,0.0004443551547923195
731300.0900000001,0.997735554649745,0.00045716597072725595
731300.091,1.0095942896893728,0.00048027814968618635
731300.0920000001,0.9988554550543469,0.0003611333705804863
731300.093,1.0258882452645313,0.0003891308832499109
