Time [ps],Potential Energy [kJ/mol],Kinetic Energy [kJ/mol],Total Energy [kJ/mol]
970600.0,-49706.20366417207,6473.729737428217,-43232.473926743856
970700.0,-49721.03328482275,6467.161073900252,-43253.8722109225
970800.0,-49429.95462238555,6374.134455349622,-43055.82016703593
970900.0,-49553.53647032642,6436.013996157724,-43117.5224741687
971000.0,-49751.965541074635,6453.270873033423,-43298.69466804121
971100.0,-49530.63756001357,6354.982062570716,-43175.65549744286
971200.0,-49529.03891886557,6350.237224311828,-43178.80169455374
971300.0,-49665.48104547023,6422.430123752722,-43243.05092171751
971400.0,-49786.380378517875,6468.209422500335,-43318.17095601754
971500.0,-49575.113641749645,6436.672843491481,-43138.44079825816
971600.0,-49663.514604719865,6464.763671510934,-43198.75093320893
971700.0,-49695.90893728761,6367.38857936043,-43328.520357927184
971800.0,-49918.01554057431,6488.302667917076,-43429.71287265724
971900.0,-49771.18556157622,6445.93043756245,-43325.25512401377
972000.0,-49516.539116944885,6380.993278361371,-43135.545838583515
972100.0,-49505.86743529252,6262.355972458648,-43243.51146283388
972200.0,-49654.272262939456,6464.207062064979,-43190.06520087448
972300.0,-49638.87516213091,6336.471546324126,-43302.40361580679
972400.0,-49355.453678836726,6423.724805060525,-42931.7288737762
972500.0,-49440.736770328935,6447.652595298296,-42993.08417503064
972600.0,-49519.319797396296,6449.334774920342,-43069.98502247596
972700.0,-49452.54353085483,6381.958242813947,-43070.585288040886
972800.0,-49543.411216171575,6628.163840116774,-42915.2473760548
972900.0,-49643.898268898425,6380.23851198077,-43263.65975691765
973000.0,-49431.11524357875,6502.97222438712,-42928.14301919163
973100.0,-49365.159809289034,6492.755507459164,-42872.40430182987
973200.0,-49465.758590322934,6377.902288558931,-43087.856301764004
973300.0,-49532.042685173,6456.833526493207,-43075.20915867979
973400.0,-49477.002686802865,6504.381831235453,-42972.62085556741
973500.0,-49463.06926085228,6246.499286252792,-43216.569974599486
973600.0,-49432.681985364005,6434.3907733796295,-42998.291211984375
973700.0,-49321.062861817525,6381.017812094937,-42940.04504972259
973800.0,-49383.15512061551,6467.852984841712,-42915.3021357738
973900.0,-49289.60147170173,6428.242087426884,-42861.359384274845
974000.0,-49229.20354929092,6500.368674985433,-42728.83487430549
974100.0,-49356.76441904925,6373.976971758087,-42982.787447291164
974200.0,-49405.262108989526,6505.756018982116,-42899.50609000741
974300.0,-49358.839201684576,6457.181553118097,-42901.65764856648
974400.0,-49480.69006910537,6349.28347928193,-43131.40658982344
974500.0,-49511.952002748825,6353.923573647781,-43158.02842910105
974600.0,-49577.017421090895,6417.4392511499755,-43159.57816994092
974700.0,-49393.61968727263,6417.257173995597,-42976.36251327703
974800.0,-49630.241280351285,6498.81906217972,-43131.42221817157
974900.0,-49450.35977620953,6323.782949546515,-43126.57682666302
975000.0,-49466.150810083884,6348.154382728417,-43117.996427355465
975100.0,-49746.960105957216,6370.928146346168,-43376.03195961105
975200.0,-49687.83965385412,6445.306809221156,-43242.532844632966
975300.0,-49490.5758463536,6330.102729863125,-43160.47311649047
975400.0,-49673.076713956616,6363.194640130672,-43309.882073825946
975500.0,-49778.09885332477,6497.427967823993,-43280.67088550078
975600.0,-49872.19280822811,6432.217312400547,-43439.97549582756
