Time [ps],Potential Energy [kJ/mol],Kinetic Energy [kJ/mol],Total Energy [kJ/mol]
191000.0,-591413.1687597011,63963.90267060484,-527449.2660890962
191100.0,-591406.0525160956,64131.3687410865,-527274.6837750091
191200.0,-591308.4052542651,64067.75983941078,-527240.6454148543
191300.0,-592000.1460440815,64544.14858182825,-527455.9974622533
191400.0,-592032.075413537,64154.397967530895,-527877.6774460061
191500.0,-591974.8378583187,64283.0096530587,-527691.82820526
191600.0,-591963.9700062736,64099.00726182651,-527864.962744447
191700.0,-592296.7099948837,64755.857793325806,-527540.852201558
191800.0,-591767.4239742432,64416.642359046615,-527350.7816151966
191900.0,-592373.0318247384,63865.90663917648,-528507.1251855618
192000.0,-592584.7647684684,64289.69210322042,-528295.0726652481
192100.0,-592897.4755875159,63975.975531570955,-528921.5000559449
192200.0,-592291.5642585739,63969.23124047895,-528322.333018095
192300.0,-592310.2230392257,64114.44673516121,-528195.7763040644
192400.0,-592788.0989391638,64445.95103175902,-528342.1479074048
192500.0,-592883.1243270449,64229.091882002744,-528654.0324450422
192600.0,-593357.1083994262,64505.27934336872,-528851.8290560575
192700.0,-592857.0600144581,63824.00631883865,-529033.0536956195
192800.0,-592931.6144388111,64278.847966653666,-528652.7664721574
192900.0,-592677.2695679425,64178.02154869264,-528499.2480192499
193000.0,-592991.6782073111,63872.47723922233,-529119.2009680887
193100.0,-593420.8745882732,64196.85317473365,-529224.0214135395
193200.0,-594205.5864963909,64410.64420436876,-529794.942292022
193300.0,-593495.5065445182,64383.2275873223,-529112.2789571958
193400.0,-592855.8157033221,64857.53151385613,-527998.2841894659
193500.0,-592896.0527554046,64102.74645120936,-528793.3063041952
193600.0,-593343.6643069251,64285.896203021824,-529057.7681039033
193700.0,-593437.7000893537,64614.890959533586,-528822.8091298201
193800.0,-593816.0719975266,64378.3740667862,-529437.6979307404
193900.0,-593544.6190424513,64552.94348656057,-528991.6755558907
194000.0,-593493.527872442,64068.27054522711,-529425.2573272149
194100.0,-593449.2865798052,64594.76551433077,-528854.5210654744
194200.0,-593043.0111099195,64119.12205454928,-528923.8890553702
194300.0,-593899.1539667248,64199.78585156417,-529699.3681151606
194400.0,-594317.9595900452,63982.98900056805,-530334.9705894771
194500.0,-593876.0363297638,64361.073405115014,-529514.9629246488
194600.0,-594557.4809962839,64203.180914354,-530354.3000819299
194700.0,-593893.712498182,64292.76039717326,-529600.9521010087
194800.0,-594058.1537766231,64684.741813080196,-529373.4119635429
194900.0,-593956.227052825,64411.26658588837,-529544.9604669367
195000.0,-594379.9869682365,63907.81278784001,-530472.1741803965
195100.0,-594054.2490323018,64563.03766506476,-529491.211367237
195200.0,-594196.0573458504,64604.32218317913,-529591.7351626713
195300.0,-594153.2735857747,64285.65319420026,-529867.6203915745
195400.0,-594386.3501843074,63651.41310867545,-530734.9370756319
195500.0,-594515.3034227367,64868.1459597016,-529647.1574630351
195600.0,-595071.8449384049,64124.73091937438,-530947.1140190305
195700.0,-594174.3738815224,64206.814940234945,-529967.5589412875
195800.0,-594968.1225429729,64134.74905445952,-530833.3734885134
195900.0,-595332.466189309,64876.48432328552,-530455.9818660235
196000.0,-595219.693552093,64468.89551227758,-530750.7980398154
196100.0,-595518.188629888,64123.78221778489,-531394.4064121031
196200.0,-596144.2518735622,64412.12467156415,-531732.1272019981
196300.0,-596402.8495123044,64338.69506388997,-532064.1544484145
196400.0,-597069.4208512399,64596.36694496068,-532473.0539062793
196500.0,-596775.2584521328,64347.92179627076,-532427.336655862
196600.0,-596555.3845347806,64030.65962693689,-532524.7249078437
196700.0,-596817.5126859625,64120.69633584948,-532696.816350113
196800.0,-596958.0491627513,64209.714038134145,-532748.3351246172
196900.0,-597332.9723685696,64407.629469801366,-532925.3428987683
197000.0,-597284.5514322652,64339.040231745195,-532945.51120052
197100.0,-597287.6867877104,64286.84704604641,-533000.839741664
197200.0,-596650.388907572,63930.69481001966,-532719.6940975523
197300.0,-597172.0828729505,64363.329196572624,-532808.7536763778
197400.0,-596651.9158564084,64290.166996754095,-532361.7488596543
197500.0,-597187.7855047074,64100.6202584492,-533087.1652462581
197600.0,-597314.7428788077,64043.55623967924,-533271.1866391285
197700.0,-597531.0447552584,64350.79019575009,-533180.2545595083
197800.0,-597145.0792892384,63825.16519448164,-533319.9140947568
197900.0,-597110.0800901237,64340.94353705656,-532769.1365530671
198000.0,-597320.357926527,64120.672059528806,-533199.6858669983
198100.0,-596982.8961737312,64030.940210917004,-532951.9559628142
198200.0,-597321.5593678447,64240.49576783656,-533081.0636000081
198300.0,-597133.263707078,64263.433700810725,-532869.8300062672
198400.0,-596468.1458283879,64326.66149993715,-532141.4843284508
198500.0,-596925.835926743,64030.061131182156,-532895.7747955609
198600.0,-596913.3614776583,64359.15646810645,-532554.2050095518
198700.0,-597172.3024390152,64443.28154023114,-532729.020898784
198800.0,-597549.7577590162,64625.41904378804,-532924.3387152283
198900.0,-597521.3189385706,63970.11420951088,-533551.2047290597
199000.0,-597291.912152062,64049.96266820592,-533241.9494838561
199100.0,-597892.3521907837,63971.66150703217,-533920.6906837516
199200.0,-597267.2947786388,64345.24048214935,-532922.0542964895
199300.0,-597175.3851494242,64885.28382775215,-532290.1013216721
199400.0,-597314.0344903036,64405.799468935715,-532908.2350213679
199500.0,-597993.9122181004,64408.68425733429,-533585.2279607661
199600.0,-598566.8383949087,64032.56355441922,-534534.2748404895
199700.0,-598478.9635013784,64093.45016048766,-534385.5133408908
199800.0,-598322.4662565319,64459.215595444264,-533863.2506610876
199900.0,-598608.1600995597,64475.660782921244,-534132.4993166385
200000.0,-598513.3329362506,64365.07335584049,-534148.2595804101
200100.0,-598414.6469844901,63859.4508937126,-534555.1960907775
200200.0,-598386.6302207721,63704.245938013504,-534682.3842827586
200300.0,-598231.2503855778,64256.690407327704,-533974.5599782501
200400.0,-598649.6428071407,64157.009513826946,-534492.6332933138
200500.0,-598010.6857444334,64063.368380849955,-533947.3173635835
200600.0,-598318.3541942565,63888.63900051867,-534429.7151937378
200700.0,-598196.5710280479,64858.387951187106,-533338.1830768608
200800.0,-598467.9005041784,64010.933440095476,-534456.9670640829
200900.0,-598391.8580840868,63830.16442777499,-534561.6936563118
201000.0,-598945.902020945,64512.06604481363,-534433.8359761314
