Time [ps],Kinetic Temperature [kJ/mol],Pressure
1000.0010000000001,0.9934395154861934,0.0017071086641384707
1000.0020000000001,0.9975604153069167,0.0017146412215486777
1000.003,0.9897793381489972,0.0017006303860309046
1000.004,0.9903062753826644,0.0017015694022799817
1000.005,1.008885001116676,0.0017351850901443325
1000.0060000000001,1.0021172650918642,0.0017228092366963189
1000.0070000000001,1.006236482137224,0.0017301756436023511
1000.008,1.014109678503095,0.001744312433889528
1000.009,1.014095057580408,0.001744261088183858
1000.0100000000001,0.9912899448564411,0.0017028373329984387
1000.0110000000001,0.9974699157788882,0.0017137548450548573
1000.0120000000001,1.006213815112856,0.0017295789664613453
1000.013,0.9953548535318592,0.0017099539254266875
1000.014,0.9924780976909672,0.0017045479828323603
1000.0150000000001,1.0149571399043293,0.0017452818759988943
1000.0160000000001,0.9969164233447448,0.0017125417281233346
1000.017,0.993538791810392,0.0017061987401440805
1000.018,1.0116100293473724,0.0017387443301473905
1000.019,0.9737704644998125,0.0016699683495058572
1000.0200000000001,0.9832261738532245,0.0016872084390732436
1000.0210000000001,0.9905214891114453,0.001700402556540092
1000.022,0.9908615152952863,0.0017009785954550962
1000.023,0.9958660448731542,0.0017101934063373393
1000.024,1.0027852444110612,0.0017225064165341214
1000.0250000000001,1.0068502160940018,0.0017298573131402466
1000.0260000000001,0.9898242948712309,0.0016989164203465295
1000.027,1.0003741130836359,0.0017179755302308144
1000.028,1.0014033709142298,0.0017199495582924853
1000.029,1.0029275582506854,0.0017224157676058733
1000.0300000000001,1.0025939512095292,0.0017217947621741192
1000.0310000000001,1.0076535103582198,0.001730978977130459
1000.032,1.0131638030797543,0.001740996479017321
1000.033,0.9992267330988587,0.0017157173608860184
1000.034,0.9995155061121145,0.0017161219807610103
1000.0350000000001,0.9862219896918548,0.0016920617608592449
1000.0360000000001,1.0052793472658983,0.0017268203127043123
1000.037,1.0177461316594374,0.001749284094102397
1000.038,0.9982277972903763,0.0017137172616227417
1000.0390000000001,1.007779074466708,0.0017312980051809356
1000.0400000000001,0.9947646327190709,0.0017073935621319271
1000.041,0.9805383108835036,0.0016814275507318957
1000.042,1.003956093932143,0.0017242272316822262
1000.043,1.0172303198778994,0.0017480605946220051
1000.0440000000001,1.011586911701736,0.0017378657100958733
1000.0450000000001,0.9985300090778222,0.0017140863388505222
1000.046,0.9936604273599743,0.0017050742561317655
1000.047,0.993865935550491,0.0017056550132389886
1000.048,1.009937787685761,0.001735217520856765
1000.0490000000001,1.0062888019687217,0.0017282782485404527
1000.0500000000001,1.0104752624591697,0.0017359679495436168
1000.051,0.9966252569463143,0.001710811477649356
1000.052,1.012074646833601,0.0017386501687342351
1000.053,1.0060142220147674,0.0017275634041590939
1000.0540000000001,0.9929343011921561,0.0017037613506780066
1000.0550000000001,0.9995960959875108,0.0017158172913611378
1000.056,1.0231354668967125,0.0017585226056550903
1000.057,0.9826045702519823,0.0016852338216468107
1000.058,0.9895697694041511,0.001697652662686773
1000.0590000000001,1.0047761540344726,0.00172523492801665
1000.0600000000001,0.9992020667811963,0.0017150450157113924
1000.061,1.0048975370643192,0.001725404556012402
1000.062,0.9696317744866123,0.0016614108515703456
1000.0630000000001,0.9916578936619544,0.0017014604669732497
1000.0640000000001,0.9998212642624476,0.0017161122508911034
1000.065,1.0047918551097068,0.0017253422003993247
1000.066,0.9834514725791512,0.001686610792261868
1000.067,0.9805780915524778,0.001681149615746968
1000.0680000000001,0.9869997730741712,0.001693009843524721
1000.0690000000001,1.0070204156972893,0.0017291766499452398
1000.07,1.0136546775583413,0.0017411232941652282
1000.071,1.0227420108387015,0.0017577094951875428
1000.072,0.9793918039263414,0.0016788576064459809
1000.0730000000001,0.9880254589108651,0.0016946518824512689
1000.0740000000001,0.9876506611160537,0.0016939537096672382
1000.075,0.98221729719721,0.0016841109837832248
1000.076,0.9847611468289741,0.0016884397071408204
1000.077,1.0062988699914417,0.0017275690516618768
1000.0780000000001,0.9790843658080903,0.0016782358113663451
1000.0790000000001,0.9918978685465852,0.001701289412726564
1000.08,0.9780757328804516,0.0016759810983992289
1000.081,0.9974973097643484,0.001711509833360956
1000.082,0.9876251860233661,0.001693672165119841
1000.0830000000001,1.0021902265498912,0.0017199716951663874
1000.0840000000001,1.0154791016809275,0.0017441564502644316
1000.085,0.9966832198658548,0.0017100597379031272
1000.086,1.0101536450009405,0.0017344373563763576
1000.0870000000001,0.9949385869336836,0.0017066926348090253
1000.0880000000001,0.9925022647364159,0.0017020450959674802
1000.089,0.9828537267298572,0.0016843338283070585
1000.09,1.0005429632172025,0.001716320176854634
1000.091,1.0082849378688579,0.0017303381573040974
1000.0920000000001,0.9767872125637014,0.0016733039641991364
1000.0930000000001,1.0076349219630203,0.0017291382536068656
1000.094,0.982149222552896,0.001682601412140817
1000.095,0.9951042981734887,0.0017060450088823653
1000.096,0.9841907758991015,0.001686240787776479
1000.0970000000001,0.9991614229292847,0.0017132400970696052
1000.0980000000001,1.023402958273019,0.001757421883919926
1000.099,0.9875768866275866,0.001692142415268198
1000.1,1.0117175787318367,0.001735913650803225
1000.2,1.0157398537366085,0.001737417140279239
1000.3000000000001,1.0032445013234714,0.0017080639467082102
1000.4000000000001,0.9989172108261457,0.001692503158470781
1000.5,1.0018573697393223,0.0016918478152465513
1000.6,1.005520129213603,0.001689669259269305
1000.7,1.0071642938647014,0.001686711967494219
1000.8000000000001,1.0063760713154561,0.0016814855060598942
1000.9000000000001,0.9981095026060364,0.0016637139447791037
1001.0,0.9985543520370961,0.0016756413230670745
1001.1,1.00102661583017,0.001673036592586158
1001.2,1.0083377495577883,0.0016903635475829886
1001.3000000000001,0.999258339865009,0.0016624089677236297
1001.4000000000001,1.001357027429662,0.0016940916831879025
1001.5,1.0041558128037975,0.0016718158361692496
1001.6,0.9849874369282241,0.0016572524747327547
1001.7,0.9854965978446804,0.0016413029720219563
1001.8000000000001,0.9526185013626639,0.0015848876714503368
1001.9000000000001,0.9826340369003375,0.0016260274418498598
1002.0,0.9978718639535632,0.0016342047013199938
1002.1,1.0026162316730527,0.001673396035696488
1002.2,1.0090078668080897,0.001679979116822541
1002.3000000000001,1.0107149923194143,0.00170009708481391
1002.4000000000001,1.0060838068628153,0.001674297163943412
1002.5,1.006719702631654,0.0016537723189692416
1002.6,0.9960954442015091,0.0016502731933482708
1002.7,1.0005525964857716,0.001641929073750498
1002.8000000000001,1.0012562303017385,0.0016604855930960902
1002.9000000000001,1.0074646006355594,0.001660437215738388
1003.0,1.0033060391499342,0.001674959002826987
1003.1,1.0055158280469498,0.0016482484290577725
